buildname,executiontime_ms
rust_serde,9093
rust_serde_improved,6852
rust_serde,8863
rust_serde_improved,6539
rust_serde,8680
rust_serde_improved,6496
rust_serde,9096
rust_serde_improved,6841
rust_serde,8649
rust_serde_improved,6637
rust_serde,8719
rust_serde_improved,6579
rust_serde,9199
rust_serde_improved,6893
rust_serde,9114
rust_serde_improved,7123
rust_serde,9522
rust_serde_improved,6821
rust_serde,8721
rust_serde_improved,6807
